Data Point Listing of File D:\Samples\Fpraktikum\2023-winter\10112023\Spectrum-optimized-45x0MHz.tnt
Starting Point:	1	Ending Point:	512
Real	Imag	Hz
-695366.813	2677308.750	132812.500
-1425363.750	1987165.500	130859.375
851469.750	1596305.250	128906.250
-2263375.000	3021726.000	126953.125
-743963.000	873686.125	125000.000
-468124.125	897879.688	123046.875
-512428.156	2503947.000	121093.750
-2552329.000	2400812.750	119140.625
-517891.375	1667754.125	117187.500
-1171253.750	3802650.500	115234.375
-238533.016	3933446.250	113281.250
-1359895.000	1370639.750	111328.125
-392941.000	2142086.250	109375.000
1688842.125	2194158.750	107421.875
595070.000	3894596.250	105468.750
-1905787.125	1403320.375	103515.625
-1265989.250	1366117.250	101562.500
-2016111.875	923227.125	99609.375
-613992.750	23244.014	97656.250
-659269.938	2459909.000	95703.125
-1619962.750	2268809.750	93750.000
-1442607.875	-921251.563	91796.875
-1927804.500	195679.688	89843.750
-2285235.750	1458864.500	87890.625
-296026.375	818566.438	85937.500
-1940048.125	2550017.500	83984.375
19552.816	233141.234	82031.250
-1945599.375	1754429.500	80078.125
-2529674.000	2646697.500	78125.000
-2575090.750	352898.969	76171.875
-4397110.000	2853696.000	74218.750
-1308305.750	-303659.469	72265.625
58765.035	2532814.500	70312.500
-1096451.500	2847761.750	68359.375
-2948607.250	1705506.375	66406.250
-1040589.125	624149.938	64453.125
-1452121.500	1459828.250	62500.000
-1090104.375	276008.219	60546.875
640166.938	2129151.750	58593.750
-1503944.125	-1058183.125	56640.625
-2164356.500	3663962.750	54687.500
-828827.625	1165767.375	52734.375
-2876375.750	1477893.750	50781.250
-2574562.000	512611.750	48828.125
-1536852.250	693293.063	46875.000
-1766152.750	3617642.500	44921.875
-2649037.750	3157732.750	42968.750
-3504877.500	2283811.500	41015.625
342225.094	2038763.625	39062.500
-1912302.250	227121.641	37109.375
-2149789.750	1806010.750	35156.250
-1397066.250	2725887.500	33203.125
-1093306.750	-76111.203	31250.000
-1805009.500	1894117.750	29296.875
-1269679.125	1048998.500	27343.750
-2430499.250	1968388.000	25390.625
-1282884.000	1710497.625	23437.500
-2708262.000	4975761.000	21484.375
-2829720.250	3114029.000	19531.250
-2709802.750	3249725.500	17578.125
-3596725.500	3140720.000	15625.000
-2874889.750	4669699.000	13671.875
419649.469	3331899.750	11718.750
-692171.250	2133114.500	9765.625
-4341509.500	5468483.500	7812.500
323706.406	2734517.750	5859.375
1415869.625	3299210.000	3906.250
-2251487.250	4435969.500	1953.125
17844646.000	-41038272.000	0.000
1115404.375	1996251.500	-1953.125
-365758.063	1509617.750	-3906.250
2017944.125	2889794.000	-5859.375
1783572.125	2837065.000	-7812.500
966388.688	1372406.500	-9765.625
1747842.125	1565486.250	-11718.750
3158736.500	999147.500	-13671.875
1711158.750	1147255.250	-15625.000
2419581.500	1203077.125	-17578.125
2452558.250	-1447679.500	-19531.250
-400581.656	-1870976.250	-21484.375
362270.594	-3186381.500	-23437.500
-2587863.750	-2292581.500	-25390.625
-3044818.750	-1509805.875	-27343.750
-1227362.000	-2186269.500	-29296.875
-4295006.000	-2609074.000	-31250.000
-5491108.500	-404537.188	-33203.125
-3932831.750	-2561389.500	-35156.250
-6536096.000	-1960310.000	-37109.375
-3527769.750	1654566.250	-39062.500
-2833227.000	600806.000	-41015.625
-3130896.250	221806.672	-42968.750
-1131370.875	1382060.000	-44921.875
-2672832.500	3704761.500	-46875.000
-2436998.250	4696869.000	-48828.125
-3305630.750	2150487.000	-50781.250
-3935284.000	840713.188	-52734.375
-1423625.125	2197020.250	-54687.500
-2632254.500	3434543.500	-56640.625
-1544014.250	2189570.250	-58593.750
-1911598.125	1177529.375	-60546.875
-3234420.250	-6116.474	-62500.000
-1593445.250	2131601.750	-64453.125
-1687383.750	2821845.250	-66406.250
606360.875	-46523.383	-68359.375
-474672.813	725253.938	-70312.500
1267222.250	3445580.000	-72265.625
-1603240.125	-427047.219	-74218.750
-2364155.250	3136636.500	-76171.875
-2011860.875	946045.188	-78125.000
1624486.625	18695.902	-80078.125
-1649732.625	2922070.750	-82031.250
-930888.563	-385485.625	-83984.375
-3253126.750	507051.406	-85937.500
189274.797	10814.491	-87890.625
-2341071.000	515669.625	-89843.750
-61539.680	1139627.000	-91796.875
-1135404.250	424733.938	-93750.000
1413244.000	1117526.250	-95703.125
-2566819.250	2380200.250	-97656.250
-2074356.375	281569.563	-99609.375
-296995.969	1267037.000	-101562.500
-1244647.625	37440.109	-103515.625
-637587.750	-6822.431	-105468.750
404096.125	2480956.250	-107421.875
-1049181.500	-872456.063	-109375.000
-1736100.500	949636.063	-111328.125
-1006723.125	1145090.875	-113281.250
-1877173.875	-720868.063	-115234.375
-2080763.125	-277368.156	-117187.500
-2310058.500	2659237.500	-119140.625
-2181816.250	1322483.875	-121093.750
-3236598.750	-859904.563	-123046.875
-767184.500	-785499.375	-125000.000
-1126992.750	1844392.375	-126953.125
515581.250	1204345.125	-128906.250
-1041552.000	-653410.688	-130859.375
-711154.938	1659674.125	-132812.500
996083.625	226670.859	-134765.625
-2034170.750	-593311.375	-136718.750
-2068417.000	1181308.750	-138671.875
-282942.063	1779600.000	-140625.000
-667978.313	143033.297	-142578.125
396418.906	2182346.000	-144531.250
-891836.313	465639.531	-146484.375
-1463702.375	745234.875	-148437.500
2608436.500	533859.250	-150390.625
-1080449.125	2207359.250	-152343.750
-920226.250	1354850.625	-154296.875
-688496.438	639257.938	-156250.000
-219870.516	-219409.391	-158203.125
1637527.250	1770724.875	-160156.250
307150.375	766544.250	-162109.375
1150536.250	461348.094	-164062.500
512773.156	-56760.875	-166015.625
456140.969	-1036814.938	-167968.750
-146984.953	-1358544.750	-169921.875
402660.719	-654640.688	-171875.000
71525.086	-535920.125	-173828.125
-171449.969	2384002.750	-175781.250
-319388.813	-1353208.250	-177734.375
3077840.500	2830218.250	-179687.500
459602.781	-819289.813	-181640.625
577017.313	1570647.875	-183593.750
1472846.125	2002484.625	-185546.875
-1303817.875	-2525157.750	-187500.000
956080.625	205576.625	-189453.125
-1031906.188	-368589.469	-191406.250
-639946.625	-1890469.750	-193359.375
-1301208.125	-1321231.875	-195312.500
-32725.873	-1745512.375	-197265.625
-1782669.250	-2101462.000	-199218.750
-342697.531	1893933.625	-201171.875
682244.688	-1488383.500	-203125.000
-1882942.125	192446.000	-205078.125
-158856.484	329871.313	-207031.250
58330.563	-842512.063	-208984.375
1328387.375	187906.016	-210937.500
30295.813	-481352.406	-212890.625
-2694969.750	-1234991.875	-214843.750
139208.813	-803223.250	-216796.875
987927.000	362372.406	-218750.000
-1854798.875	1251532.250	-220703.125
-1668806.250	1687599.375	-222656.250
-1770569.875	-1994567.125	-224609.375
-1946842.375	-788933.875	-226562.500
-1428316.750	-1181084.875	-228515.625
-2613442.500	-2158853.750	-230468.750
439916.563	-431551.313	-232421.875
1949730.250	-1471163.375	-234375.000
-1828030.125	-640885.000	-236328.125
186555.266	-1150074.250	-238281.250
253554.703	134019.531	-240234.375
1693875.375	-176781.906	-242187.500
-671743.125	-1125350.750	-244140.625
156934.922	930854.500	-246093.750
-1649373.375	-769060.625	-248046.875
-1674105.375	-1822348.500	-250000.000
326921.625	467371.844	-251953.125
-2215037.000	-4412816.500	-253906.250
862243.063	-835423.938	-255859.375
-1818730.625	741869.625	-257812.500
-4058477.500	-2455790.000	-259765.625
1167295.625	-386413.875	-261718.750
736623.625	224043.250	-263671.875
756693.438	-1834135.625	-265625.000
-1233429.625	-873776.938	-267578.125
-1424935.250	-2227856.250	-269531.250
-1048162.125	1563047.375	-271484.375
-1095301.125	-1982383.875	-273437.500
462717.750	-294393.281	-275390.625
-1314748.750	-1869248.250	-277343.750
-320252.313	2660359.250	-279296.875
-1701792.625	-818403.063	-281250.000
75166.461	902898.000	-283203.125
-2506055.000	-79326.063	-285156.250
-2940990.250	-1096146.875	-287109.375
-3155271.000	2209817.500	-289062.500
-2252642.000	-4429763.500	-291015.625
-288752.875	-1035093.125	-292968.750
-784638.438	1187973.250	-294921.875
35860.656	-812095.063	-296875.000
-1137382.875	-1255565.125	-298828.125
-202900.922	-889571.063	-300781.250
-1421267.750	143214.359	-302734.375
-185614.641	1020198.875	-304687.500
-1777770.750	-1122954.250	-306640.625
-1832325.375	-2811018.500	-308593.750
-390930.125	-1715799.875	-310546.875
-1202849.625	-1327340.125	-312500.000
2449782.500	-1556016.500	-314453.125
69981.117	-1667201.000	-316406.250
-833889.625	-2091080.125	-318359.375
-1352549.375	175102.391	-320312.500
-3148830.250	636133.688	-322265.625
-2448306.750	87991.016	-324218.750
-425020.313	-1765764.750	-326171.875
-1938376.625	184829.578	-328125.000
-1404652.250	184659.313	-330078.125
-2142846.000	2281829.000	-332031.250
-279005.594	-151175.359	-333984.375
-334089.906	1811891.125	-335937.500
-2261333.750	-293751.594	-337890.625
-621491.063	-1023841.875	-339843.750
-2093854.875	-934762.688	-341796.875
1068778.125	-1005234.313	-343750.000
168818.469	-1169040.500	-345703.125
-1613471.625	-1175013.250	-347656.250
221856.156	-1184267.875	-349609.375
-661615.500	774682.563	-351562.500
-1788435.500	-2813989.750	-353515.625
118577.594	929126.250	-355468.750
-2397395.250	-357263.375	-357421.875
555086.000	-711303.438	-359375.000
-1143898.000	1252880.000	-361328.125
255784.906	-960110.250	-363281.250
2256132.250	-720741.438	-365234.375
398204.844	460346.219	-367187.500
1886682.625	1150292.375	-369140.625
616553.188	-110423.469	-371093.750
3866107.000	604223.188	-373046.875
1096947.875	3173372.750	-375000.000
-70704.117	101576.508	-376953.125
-1437195.250	-1241837.125	-378906.250
843375.625	1236028.250	-380859.375
-487118.438	-663368.938	-382812.500
1702372.250	-681210.563	-384765.625
2089354.875	727913.563	-386718.750
1829923.375	433054.563	-388671.875
515466.688	-640750.250	-390625.000
1351086.500	-2355657.250	-392578.125
-633059.625	-713288.625	-394531.250
2992172.750	-2197990.250	-396484.375
-207087.359	-854561.625	-398437.500
787107.938	-290496.000	-400390.625
1740787.250	-2072923.750	-402343.750
-684529.188	-1572781.750	-404296.875
2090497.000	-2099642.500	-406250.000
2199747.000	-1147220.625	-408203.125
1846987.500	-1007796.063	-410156.250
449049.656	-387007.656	-412109.375
116996.227	-2426651.250	-414062.500
-228036.984	-1207664.375	-416015.625
-228318.672	-3048829.500	-417968.750
1129118.125	-1701945.875	-419921.875
575342.563	-1663241.000	-421875.000
-691727.813	-3287488.500	-423828.125
420113.688	-2160515.500	-425781.250
-562917.375	-677803.125	-427734.375
-1098914.625	-1511659.375	-429687.500
1748598.000	-372473.531	-431640.625
-1219123.375	-402500.906	-433593.750
-1589849.875	-644131.688	-435546.875
-1165973.500	-1151246.000	-437500.000
-1124191.250	531441.750	-439453.125
-212452.219	-1233226.750	-441406.250
-1403710.875	902034.375	-443359.375
-1690430.250	1772756.500	-445312.500
-90049.141	640869.500	-447265.625
747987.875	2373833.500	-449218.750
-549928.625	3615820.500	-451171.875
1548628.375	1741979.125	-453125.000
1228128.000	4875892.000	-455078.125
1927518.125	1713505.000	-457031.250
1011430.688	3826847.000	-458984.375
2479568.500	5463150.500	-460937.500
1636090.000	5966476.500	-462890.625
5356594.500	5584536.000	-464843.750
4650522.500	6847456.000	-466796.875
5423648.000	7416240.500	-468750.000
10074444.000	7078644.500	-470703.125
8656554.000	9273430.000	-472656.250
11251987.000	7727265.000	-474609.375
14714756.000	8833328.000	-476562.500
16424339.000	7171309.500	-478515.625
18867978.000	8125135.000	-480468.750
22191502.000	6822876.000	-482421.875
23071076.000	6130934.000	-484375.000
27709370.000	5523164.500	-486328.125
29315250.000	2689528.000	-488281.250
34447204.000	2088985.375	-490234.375
34957204.000	-1880769.625	-492187.500
38599716.000	-3816533.500	-494140.625
40535032.000	-9529354.000	-496093.750
45203884.000	-13118846.000	-498046.875
