Data Point Listing of File D:\Samples\Fpraktikum\2023-winter\10112023\Spectrum-optimized-45x0MHz.tnt
Starting Point:	1	Ending Point:	512
Real	Imag	Hz
-997196.375	1573248.625	207031.250
-2751831.750	3497267.250	205078.125
-1015703.438	1181951.250	203125.000
66117.930	2188781.000	201171.875
-1920481.125	3675767.000	199218.750
-731295.625	1531304.250	197265.625
-3384259.750	2794561.000	195312.500
-2246174.000	1065074.625	193359.375
-3448278.750	676175.063	191406.250
166781.469	-52193.055	189453.125
-1319417.125	2460158.750	187500.000
-2292203.500	-642178.000	185546.875
-4444029.000	3280983.250	183593.750
-3129379.250	1128020.500	181640.625
-2551867.750	-557020.875	179687.500
-1738063.875	1764790.500	177734.375
-1912983.125	608002.938	175781.250
-4359917.500	883926.250	173828.125
-1292121.625	1862245.375	171875.000
-998530.563	902630.563	169921.875
-1732244.875	750958.688	167968.750
-3511080.750	3267995.750	166015.625
-3724386.250	3041003.250	164062.500
-2595083.250	3299804.250	162109.375
-2621940.750	1353513.875	160156.250
-977697.875	1370371.000	158203.125
-645086.938	2245262.750	156250.000
-2352463.500	298347.344	154296.875
-4129458.250	-214076.750	152343.750
-1805072.625	1915849.625	150390.625
-2834375.000	1831890.875	148437.500
-1988970.250	1944778.750	146484.375
81277.469	1900197.625	144531.250
-4171743.250	120239.023	142578.125
-2791224.750	2351296.250	140625.000
225276.578	1683163.000	138671.875
-4183091.000	-183454.391	136718.750
-4100366.500	2117835.750	134765.625
-695365.063	2677308.000	132812.500
-1425362.625	1987163.625	130859.375
851472.188	1596304.125	128906.250
-2263380.250	3021731.000	126953.125
-743961.688	873682.813	125000.000
-468122.406	897877.438	123046.875
-512424.531	2503939.250	121093.750
-2552326.000	2400815.500	119140.625
-517893.344	1667747.750	117187.500
-1171250.500	3802646.250	115234.375
-238525.844	3933446.750	113281.250
-1359903.375	1370641.250	111328.125
-392944.219	2142087.000	109375.000
1688846.250	2194160.500	107421.875
595068.250	3894597.000	105468.750
-1905791.375	1403321.750	103515.625
-1265990.125	1366121.875	101562.500
-2016107.625	923228.375	99609.375
-613997.688	23238.445	97656.250
-659270.938	2459910.500	95703.125
-1619970.250	2268808.750	93750.000
-1442602.250	-921252.438	91796.875
-1927807.500	195680.359	89843.750
-2285240.000	1458865.125	87890.625
-296027.500	818570.938	85937.500
-1940050.000	2550017.500	83984.375
19551.900	233141.938	82031.250
-1945596.625	1754436.250	80078.125
-2529677.750	2646699.750	78125.000
-2575090.000	352900.375	76171.875
-4397113.500	2853695.250	74218.750
-1308297.750	-303650.969	72265.625
58766.449	2532818.000	70312.500
-1096449.375	2847758.500	68359.375
-2948611.500	1705504.000	66406.250
-1040587.313	624149.875	64453.125
-1452127.375	1459824.625	62500.000
-1090103.250	276010.594	60546.875
640163.438	2129155.250	58593.750
-1503945.375	-1058183.375	56640.625
-2164359.500	3663965.000	54687.500
-828821.750	1165769.500	52734.375
-2876386.000	1477892.375	50781.250
-2574557.250	512612.281	48828.125
-1536851.500	693291.375	46875.000
-1766148.000	3617646.250	44921.875
-2649039.000	3157735.500	42968.750
-3504874.500	2283808.000	41015.625
342231.625	2038765.375	39062.500
-1912297.250	227125.703	37109.375
-2149791.750	1806011.500	35156.250
-1397072.625	2725882.250	33203.125
-1093310.500	-76103.430	31250.000
-1804996.125	1894120.000	29296.875
-1269680.500	1049000.625	27343.750
-2430495.000	1968384.375	25390.625
-1282881.125	1710497.625	23437.500
-2708260.750	4975753.500	21484.375
-2829720.250	3114031.750	19531.250
-2709807.000	3249720.000	17578.125
-3596717.000	3140725.750	15625.000
-2874884.000	4669697.500	13671.875
419650.906	3331899.750	11718.750
-692172.688	2133110.500	9765.625
-4341507.000	5468478.000	7812.500
323703.594	2734507.250	5859.375
1415863.875	3299207.750	3906.250
-2251487.250	4435967.000	1953.125
17844642.000	-41038276.000	0.000
1115415.625	1996243.000	-1953.125
-365755.219	1509616.375	-3906.250
2017938.500	2889791.250	-5859.375
1783572.125	2837068.000	-7812.500
966385.875	1372392.375	-9765.625
1747853.375	1565492.000	-11718.750
3158737.750	999158.813	-13671.875
1711158.750	1147249.625	-15625.000
2419575.000	1203099.750	-17578.125
2452561.000	-1447673.875	-19531.250
-400583.063	-1870998.875	-21484.375
362259.281	-3186375.750	-23437.500
-2587863.750	-2292598.500	-25390.625
-3044818.750	-1509814.375	-27343.750
-1227345.000	-2186255.250	-29296.875
-4295023.000	-2609071.250	-31250.000
-5491108.500	-404544.281	-33203.125
-3932826.000	-2561387.500	-35156.250
-6536110.500	-1960318.125	-37109.375
-3527761.250	1654565.375	-39062.500
-2833232.500	600805.625	-41015.625
-3130893.500	221813.031	-42968.750
-1131353.875	1382055.750	-44921.875
-2672838.250	3704767.000	-46875.000
-2436998.250	4696869.000	-48828.125
-3305628.000	2150490.000	-50781.250
-3935293.750	840720.250	-52734.375
-1423632.250	2197024.500	-54687.500
-2632261.500	3434553.250	-56640.625
-1544011.500	2189567.500	-58593.750
-1911597.375	1177527.875	-60546.875
-3234423.000	-6110.817	-62500.000
-1593450.250	2131611.500	-64453.125
-1687381.625	2821846.750	-66406.250
606361.000	-46507.828	-68359.375
-474667.156	725251.125	-70312.500
1267223.500	3445578.500	-72265.625
-1603237.125	-427052.875	-74218.750
-2364152.000	3136637.250	-76171.875
-2011855.875	946050.875	-78125.000
1624488.125	18700.146	-80078.125
-1649731.500	2922066.500	-82031.250
-930888.750	-385482.094	-83984.375
-3253124.500	507050.719	-85937.500
189280.641	10814.138	-87890.625
-2341071.000	515671.031	-89843.750
-61547.813	1139621.750	-91796.875
-1135401.000	424729.344	-93750.000
1413251.125	1117526.875	-95703.125
-2566813.500	2380197.500	-97656.250
-2074353.750	281574.875	-99609.375
-297002.000	1267039.750	-101562.500
-1244650.250	37447.801	-103515.625
-637596.125	-6825.348	-105468.750
404092.156	2480961.250	-107421.875
-1049180.125	-872456.438	-109375.000
-1736098.500	949635.438	-111328.125
-1006724.500	1145093.000	-113281.250
-1877175.125	-720862.563	-115234.375
-2080771.625	-277365.625	-117187.500
-2310060.000	2659234.250	-119140.625
-2181821.750	1322484.750	-121093.750
-3236597.500	-859901.375	-123046.875
-767182.938	-785495.375	-125000.000
-1126990.875	1844391.625	-126953.125
515580.531	1204347.750	-128906.250
-1041549.563	-653412.688	-130859.375
-711152.500	1659678.250	-132812.500
996085.250	226661.125	-134765.625
-2034175.250	-593315.625	-136718.750
-2068408.750	1181311.500	-138671.875
-282939.594	1779595.750	-140625.000
-667986.813	143032.844	-142578.125
396410.781	2182343.000	-144531.250
-891831.688	465638.813	-146484.375
-1463701.875	745236.063	-148437.500
2608425.750	533865.438	-150390.625
-1080446.375	2207361.750	-152343.750
-920226.625	1354853.875	-154296.875
-688496.938	639259.188	-156250.000
-219859.734	-219400.031	-158203.125
1637528.875	1770723.375	-160156.250
307144.906	766549.188	-162109.375
1150542.375	461345.625	-164062.500
512773.313	-56756.984	-166015.625
456142.906	-1036818.125	-167968.750
-146985.313	-1358543.000	-169921.875
402661.250	-654643.000	-171875.000
71530.742	-535919.063	-173828.125
-171451.469	2384004.500	-175781.250
-319388.469	-1353208.625	-177734.375
3077842.000	2830216.000	-179687.500
459607.031	-819288.563	-181640.625
577014.125	1570649.125	-183593.750
1472851.625	2002483.250	-185546.875
-1303822.000	-2525154.750	-187500.000
956087.563	205575.031	-189453.125
-1031907.938	-368585.063	-191406.250
-639939.500	-1890471.125	-193359.375
-1301213.500	-1321231.875	-195312.500
-32724.504	-1745513.625	-197265.625
-1782665.125	-2101458.750	-199218.750
-342697.250	1893931.250	-201171.875
682249.375	-1488380.875	-203125.000
-1882942.250	192438.578	-205078.125
-158855.250	329872.375	-207031.250
58328.441	-842517.625	-208984.375
1328384.250	187903.281	-210937.500
30294.598	-481357.719	-212890.625
-2694972.750	-1234994.375	-214843.750
139201.391	-803232.563	-216796.875
987928.563	362373.469	-218750.000
-1854803.625	1251524.500	-220703.125
-1668805.000	1687599.750	-222656.250
-1770579.750	-1994566.500	-224609.375
-1946846.625	-788930.500	-226562.500
-1428328.125	-1181083.250	-228515.625
-2613445.500	-2158854.000	-230468.750
439910.750	-431555.750	-232421.875
1949726.875	-1471164.625	-234375.000
-1828037.500	-640886.563	-236328.125
186553.859	-1150067.125	-238281.250
253548.250	134023.078	-240234.375
1693873.500	-176777.578	-242187.500
-671746.688	-1125350.375	-244140.625
156932.094	930855.125	-246093.750
-1649377.750	-769050.938	-248046.875
-1674107.750	-1822344.250	-250000.000
326915.250	467379.625	-251953.125
-2215034.000	-4412817.000	-253906.250
862247.563	-835418.438	-255859.375
-1818726.375	741872.313	-257812.500
-4058480.250	-2455785.500	-259765.625
1167290.000	-386413.594	-261718.750
736631.063	224052.609	-263671.875
756698.313	-1834139.375	-265625.000
-1233418.125	-873773.938	-267578.125
-1424938.000	-2227861.000	-269531.250
-1048160.375	1563052.750	-271484.375
-1095306.625	-1982390.750	-273437.500
462718.813	-294401.781	-275390.625
-1314750.000	-1869249.125	-277343.750
-320240.750	2660355.250	-279296.875
-1701793.125	-818393.813	-281250.000
75165.305	902899.875	-283203.125
-2506057.000	-79341.797	-285156.250
-2940983.750	-1096145.375	-287109.375
-3155272.000	2209816.500	-289062.500
-2252643.750	-4429766.000	-291015.625
-288762.156	-1035095.000	-292968.750
-784643.750	1187969.750	-294921.875
35854.289	-812097.625	-296875.000
-1137379.000	-1255565.500	-298828.125
-202901.016	-889564.000	-300781.250
-1421259.000	143213.656	-302734.375
-185613.938	1020193.938	-304687.500
-1777768.375	-1122955.500	-306640.625
-1832325.375	-2811012.500	-308593.750
-390931.500	-1715796.000	-310546.875
-1202856.000	-1327332.750	-312500.000
2449785.750	-1556018.875	-314453.125
69976.875	-1667190.125	-316406.250
-833885.000	-2091081.625	-318359.375
-1352556.625	175109.688	-320312.500
-3148827.500	636132.500	-322265.625
-2448304.250	87995.195	-324218.750
-425017.469	-1765766.125	-326171.875
-1938375.500	184835.063	-328125.000
-1404653.625	184656.406	-330078.125
-2142844.000	2281831.500	-332031.250
-279007.531	-151177.125	-333984.375
-334087.438	1811894.625	-335937.500
-2261339.500	-293753.375	-337890.625
-621488.688	-1023841.250	-339843.750
-2093846.750	-934764.563	-341796.875
1068787.250	-1005233.938	-343750.000
168820.859	-1169044.375	-345703.125
-1613468.500	-1175014.375	-347656.250
221855.984	-1184268.875	-349609.375
-661614.625	774682.688	-351562.500
-1788444.000	-2813987.500	-353515.625
118577.695	929127.000	-355468.750
-2397394.500	-357270.063	-357421.875
555094.000	-711307.625	-359375.000
-1143900.625	1252881.250	-361328.125
255786.156	-960109.938	-363281.250
2256130.250	-720742.250	-365234.375
398207.719	460343.125	-367187.500
1886686.875	1150291.750	-369140.625
616554.000	-110424.000	-371093.750
3866103.500	604220.938	-373046.875
1096946.625	3173372.250	-375000.000
-70707.805	101575.930	-376953.125
-1437197.375	-1241840.125	-378906.250
843374.563	1236031.250	-380859.375
-487112.188	-663372.688	-382812.500
1702370.125	-681215.000	-384765.625
2089357.000	727911.813	-386718.750
1829918.250	433057.656	-388671.875
515460.031	-640755.063	-390625.000
1351088.500	-2355659.750	-392578.125
-633058.938	-713290.063	-394531.250
2992164.250	-2197987.750	-396484.375
-207087.891	-854555.563	-398437.500
787104.250	-290492.625	-400390.625
1740792.250	-2072928.750	-402343.750
-684526.063	-1572774.250	-404296.875
2090494.375	-2099643.250	-406250.000
2199744.500	-1147215.875	-408203.125
1846986.625	-1007799.125	-410156.250
449044.969	-387008.281	-412109.375
116988.938	-2426648.750	-414062.500
-228044.313	-1207661.875	-416015.625
-228323.234	-3048833.000	-417968.750
1129124.125	-1701941.250	-419921.875
575339.750	-1663239.000	-421875.000
-691732.000	-3287486.750	-423828.125
420112.281	-2160522.750	-425781.250
-562915.938	-677791.500	-427734.375
-1098912.375	-1511657.125	-429687.500
1748597.625	-372464.781	-431640.625
-1219127.375	-402498.156	-433593.750
-1589852.000	-644135.875	-435546.875
-1165976.125	-1151248.875	-437500.000
-1124189.875	531442.375	-439453.125
-212453.281	-1233229.000	-441406.250
-1403709.625	902030.375	-443359.375
-1690430.250	1772764.000	-445312.500
-90047.750	640870.375	-447265.625
747989.188	2373834.750	-449218.750
-549934.063	3615820.250	-451171.875
1548631.500	1741979.125	-453125.000
1228132.250	4875893.500	-455078.125
1927516.500	1713505.500	-457031.250
1011431.188	3826845.500	-458984.375
2479576.250	5463148.500	-460937.500
1636088.625	5966478.000	-462890.625
5356599.000	5584527.000	-464843.750
4650524.000	6847463.500	-466796.875
5423649.500	7416249.000	-468750.000
10074441.000	7078650.500	-470703.125
8656551.000	9273432.000	-472656.250
11251993.000	7727262.000	-474609.375
14714760.000	8833330.000	-476562.500
16424345.000	7171307.000	-478515.625
18867974.000	8125133.500	-480468.750
22191510.000	6822876.000	-482421.875
23071076.000	6130937.500	-484375.000
27709376.000	5523171.500	-486328.125
29315246.000	2689531.500	-488281.250
34447208.000	2088981.875	-490234.375
34957208.000	-1880775.500	-492187.500
38599724.000	-3816539.500	-494140.625
40535036.000	-9529355.000	-496093.750
45203892.000	-13118853.000	-498046.875
