Data Point Listing of File D:\Samples\Fpraktikum\2023-winter\10112023\Spectrum-optimized-45x2MHz.tnt
Starting Point:	1	Ending Point:	512
Real	Imag	Hz
1117144.750	5160000.500	500000.000
1887518.875	591028.125	498046.875
2387891.000	2177934.500	496093.750
1579954.250	-46817.980	494140.625
2678234.500	521602.031	492187.500
1254540.750	1311049.625	490234.375
587400.125	23074.600	488281.250
1039959.063	918992.000	486328.125
112054.859	-332372.375	484375.000
1534756.625	-1148060.500	482421.875
554068.188	2313380.250	480468.750
1836453.125	1889103.250	478515.625
937299.000	-133763.172	476562.500
1002898.875	764599.688	474609.375
1382757.500	2730215.500	472656.250
1758569.375	1397533.375	470703.125
543656.750	13369.003	468750.000
1752248.750	389120.844	466796.875
2072403.500	1265860.750	464843.750
1971517.625	1703793.500	462890.625
1066920.625	1460248.375	460937.500
549145.938	2520326.250	458984.375
1523867.750	1760938.375	457031.250
497508.094	721694.875	455078.125
-1355115.625	751893.563	453125.000
799188.688	1682966.375	451171.875
1716147.375	2305151.750	449218.750
816959.313	1388900.000	447265.625
1426875.875	3126484.250	445312.500
899792.563	1470397.000	443359.375
2235724.250	3612846.500	441406.250
189016.625	2652016.500	439453.125
2469961.500	3469008.500	437500.000
1947920.875	3698502.750	435546.875
2992249.500	4030276.750	433593.750
2307738.250	3642573.250	431640.625
3171966.500	4296472.500	429687.500
5187319.500	4660694.500	427734.375
3587347.750	3990031.000	425781.250
4405188.000	4477313.000	423828.125
4027930.750	4358965.000	421875.000
4816499.000	2835543.500	419921.875
3890186.000	4577280.500	417968.750
5152118.500	4258541.000	416015.625
5445141.500	3916080.750	414062.500
4856282.500	4651374.500	412109.375
7501881.000	4353704.500	410156.250
6385182.000	4064208.000	408203.125
5510326.000	3680643.500	406250.000
7341896.500	3629111.750	404296.875
6072374.000	1789663.000	402343.750
4314924.500	2382786.000	400390.625
7958351.000	1040096.938	398437.500
7954672.000	599300.750	396484.375
7267367.500	-1682642.000	394531.250
6295354.500	-684363.500	392578.125
8305013.000	-871615.000	390625.000
7049047.000	1565322.375	388671.875
7013921.500	-2495356.000	386718.750
5002237.500	-1265492.875	384765.625
4846495.500	-1255913.000	382812.500
3356432.500	935317.875	380859.375
5329813.500	-1563829.000	378906.250
2380877.000	-3205841.000	376953.125
1579317.250	-889846.688	375000.000
1000775.813	-2286031.000	373046.875
738131.875	491382.375	371093.750
493346.094	-76688.555	369140.625
702726.125	131659.219	367187.500
-1678631.750	2565578.750	365234.375
-1809217.000	1617856.250	363281.250
-3063074.750	4276544.500	361328.125
-1798694.500	3530366.750	359375.000
-2559346.750	4498046.500	357421.875
-3794011.750	5635549.500	355468.750
-4505492.500	7917600.500	353515.625
-3516060.750	8418563.000	351562.500
-6106950.000	10130013.000	349609.375
-4468607.000	13560744.000	347656.250
-3879657.000	13176679.000	345703.125
-4343822.500	17112012.000	343750.000
-3788691.500	18787818.000	341796.875
-533154.313	21468840.000	339843.750
-3115731.000	25008274.000	337890.625
1662020.375	26789798.000	335937.500
1882507.375	29841404.000	333984.375
5521404.000	31074632.000	332031.250
6674835.000	32996124.000	330078.125
9678870.000	38206012.000	328125.000
14743247.000	37940540.000	326171.875
17315712.000	41364264.000	324218.750
19962070.000	43931360.000	322265.625
27065836.000	44893648.000	320312.500
30739170.000	49130988.000	318359.375
39748984.000	52294092.000	316406.250
43933240.000	51378440.000	314453.125
51579564.000	49609060.000	312500.000
60514004.000	49509360.000	310546.875
68742192.000	50372172.000	308593.750
78967352.000	47787288.000	306640.625
88765376.000	43965756.000	304687.500
99857312.000	38839976.000	302734.375
111439464.000	30353636.000	300781.250
119661408.000	23988012.000	298828.125
132490696.000	12888277.000	296875.000
144309040.000	56875.250	294921.875
154821744.000	-18468894.000	292968.750
162099584.000	-35051688.000	291015.625
169712416.000	-58510908.000	289062.500
171431536.000	-87735976.000	287109.375
170332176.000	-117807000.000	285156.250
159292096.000	-152072176.000	283203.125
141641472.000	-186676000.000	281250.000
109690272.000	-218045248.000	279296.875
68412216.000	-239671584.000	277343.750
19189992.000	-245860192.000	275390.625
-22447112.000	-238178832.000	273437.500
-62264112.000	-220248832.000	271484.375
-88723200.000	-197461472.000	269531.250
-110858728.000	-175285408.000	267578.125
-127872928.000	-146504464.000	265625.000
-133456592.000	-119483216.000	263671.875
-140131072.000	-97367672.000	261718.750
-141459136.000	-74007072.000	259765.625
-139520832.000	-55308668.000	257812.500
-132536544.000	-36803004.000	255859.375
-129132232.000	-22540876.000	253906.250
-116140600.000	-5528950.500	251953.125
-109027920.000	6095567.000	250000.000
-100889656.000	12810419.000	248046.875
-89151456.000	23703872.000	246093.750
-82757696.000	26009216.000	244140.625
-72237288.000	32430380.000	242187.500
-62364532.000	35043584.000	240234.375
-54769816.000	34781432.000	238281.250
-44447844.000	36970156.000	236328.125
-38511140.000	37683968.000	234375.000
-35910620.000	36333984.000	232421.875
-25957850.000	35591112.000	230468.750
-21507050.000	32751578.000	228515.625
-18330190.000	30087494.000	226562.500
-13637161.000	28521688.000	224609.375
-9173088.000	22851830.000	222656.250
-7108239.000	22559936.000	220703.125
-4578681.500	20226370.000	218750.000
-1447287.000	18693750.000	216796.875
-447020.938	17200186.000	214843.750
1222838.125	12390663.000	212890.625
2046337.125	8890436.000	210937.500
3116851.000	8159983.000	208984.375
5296836.500	8249715.500	207031.250
6425816.500	7277627.500	205078.125
2944557.250	6763056.000	203125.000
16926376.000	11980589.000	201171.875
-25458080.000	-15660244.000	199218.750
-8719618.000	-2383802.750	197265.625
-7211492.000	-2061201.375	195312.500
-4597699.000	-1169028.000	193359.375
-6308340.000	-4491586.500	191406.250
-8555324.000	-5381706.000	189453.125
-4660731.500	-4993000.500	187500.000
-5412871.000	-5363245.000	185546.875
-6637605.500	-5974826.500	183593.750
-6228596.500	-5144757.500	181640.625
-6462258.000	-5518323.500	179687.500
-6436757.500	-5701860.000	177734.375
-7788456.500	-762338.938	175781.250
-7273077.000	-4532335.500	173828.125
-9996020.000	-1927138.125	171875.000
-10036232.000	-3333486.500	169921.875
-10183701.000	-2151248.250	167968.750
-9114512.000	-1942277.375	166015.625
-9664363.000	-908621.250	164062.500
-9654840.000	-64497.672	162109.375
-10558610.000	-2890794.000	160156.250
-8073031.000	-258552.703	158203.125
-7856829.000	110755.203	156250.000
-6208871.000	-1007069.125	154296.875
-9011305.000	-916503.875	152343.750
-7108646.000	1306460.875	150390.625
-7813382.500	1970816.125	148437.500
-5733697.000	2956659.000	146484.375
-6031829.500	1277145.500	144531.250
-6230228.500	1653205.375	142578.125
-5275339.500	632333.000	140625.000
-2747780.750	242895.203	138671.875
-4160650.250	2450956.750	136718.750
-4509831.000	341489.656	134765.625
-6164358.000	400864.094	132812.500
-5049876.000	-52942.012	130859.375
-1346498.250	991016.063	128906.250
-5688887.000	984488.313	126953.125
-635494.875	-2852109.750	125000.000
-2681261.750	1094953.125	123046.875
-2727376.000	-721243.625	121093.750
-2986342.500	1993528.750	119140.625
-3432717.000	-1210494.625	117187.500
-2161814.000	-1386773.000	115234.375
-3840769.250	-2952182.500	113281.250
-2775170.750	51461.285	111328.125
-3731655.500	-1426625.125	109375.000
-3818841.000	-2325830.500	107421.875
-4621462.500	-3536700.500	105468.750
-4200065.000	-2474239.000	103515.625
-4174215.000	-3217006.250	101562.500
-3920761.250	-402546.688	99609.375
-6586851.500	-1635940.000	97656.250
-3837414.250	-4241371.500	95703.125
-5038612.000	-1007549.563	93750.000
-4014115.000	-2344035.000	91796.875
-4185358.000	-1841766.000	89843.750
-6001892.000	-4278637.500	87890.625
-4037163.750	-2026913.250	85937.500
-5144824.000	-294980.844	83984.375
-5166183.000	-675931.875	82031.250
-8570882.000	-872948.250	80078.125
-7212572.500	-102054.508	78125.000
-5120083.500	-1537483.500	76171.875
-7235804.000	-1292066.000	74218.750
-6045286.500	-2579965.000	72265.625
-6533398.000	1109125.000	70312.500
-5125145.000	701609.875	68359.375
-5832962.000	-1664062.625	66406.250
-6705896.500	307012.375	64453.125
-4611535.500	-346721.938	62500.000
-3211309.250	-539810.188	60546.875
-4473931.500	798620.438	58593.750
-2625520.750	2031486.750	56640.625
-2874707.500	831647.000	54687.500
-3583872.250	1471874.250	52734.375
-2813842.500	3050158.500	50781.250
-6853178.500	-508148.594	48828.125
-3744433.000	-726918.813	46875.000
-3574782.500	1891572.500	44921.875
-3344384.500	-1306075.000	42968.750
-3756350.250	-115176.250	41015.625
-4005884.250	1485356.250	39062.500
-3126721.750	433731.781	37109.375
-2312521.000	405002.563	35156.250
