Data Point Listing of File D:\Samples\Fpraktikum\2023-winter\10112023\Spectrum-optimized-45x8MHz.tnt
Starting Point:	1	Ending Point:	512
Real	Imag	Hz
2668436.000	-2314364.250	-3906.250
1407220.125	-262081.500	-5859.375
-3787141.250	-2898210.500	-7812.500
123430.367	806780.875	-9765.625
-2418377.750	-1190926.625	-11718.750
3833384.250	1763872.375	-13671.875
-1855948.125	-644074.500	-15625.000
-2252212.250	-799894.000	-17578.125
1682698.500	1013259.938	-19531.250
-381107.406	1152078.750	-21484.375
-883641.188	-5226412.500	-23437.500
-2660292.250	-1192906.625	-25390.625
-196164.672	4467397.000	-27343.750
-6096131.500	-1122484.125	-29296.875
6016578.000	-1622991.750	-31250.000
-4704122.500	-1568182.500	-33203.125
1340344.750	-999469.250	-35156.250
-4644860.500	1029441.063	-37109.375
2776113.250	3210695.250	-39062.500
-985419.563	-3436379.000	-41015.625
517500.063	-1384957.000	-42968.750
-572512.688	-2758296.000	-44921.875
-826165.875	-1772306.250	-46875.000
-106482.063	2479999.750	-48828.125
-245150.734	-604382.625	-50781.250
1238435.250	750138.750	-52734.375
-1934088.375	-1381337.875	-54687.500
-3348041.000	4438945.500	-56640.625
4718664.000	5253067.500	-58593.750
3101256.500	6410920.000	-60546.875
866676.375	-4792219.500	-62500.000
3337103.000	260730.906	-64453.125
1264543.250	-3546953.250	-66406.250
1797640.250	-8895238.000	-68359.375
4664174.500	180849.625	-70312.500
1248934.875	-6863196.000	-72265.625
200640.359	2495193.000	-74218.750
-2275706.250	-2852092.250	-76171.875
1655368.000	-2156408.000	-78125.000
1060061.000	-370895.656	-80078.125
-3369207.250	-3893982.500	-82031.250
478941.281	-966041.500	-83984.375
1800268.500	-3399250.750	-85937.500
2503352.000	-3385697.250	-87890.625
2459716.500	-2473467.750	-89843.750
5022776.000	612025.813	-91796.875
3116692.000	1054984.875	-93750.000
273377.250	-3924292.000	-95703.125
4888191.000	-8959027.000	-97656.250
613261.313	-3311293.250	-99609.375
4191117.000	-4581317.000	-101562.500
3385396.750	-1914508.375	-103515.625
255503.391	-3344838.750	-105468.750
-408985.063	-4697748.500	-107421.875
840170.563	-5351467.500	-109375.000
1413478.000	-6609608.500	-111328.125
895948.750	-7184237.500	-113281.250
581748.938	-2343847.750	-115234.375
-4496477.000	-5055965.000	-117187.500
1840570.625	-179816.547	-119140.625
-329269.438	-4321623.000	-121093.750
-1142690.375	-9977313.000	-123046.875
-4350061.000	-2864261.750	-125000.000
-4817066.000	-3314497.500	-126953.125
-3037322.250	-1955809.625	-128906.250
-3799836.250	1543725.125	-130859.375
543797.125	-6321629.500	-132812.500
-5536117.000	-1782736.500	-134765.625
-2211941.250	2915469.500	-136718.750
-493441.938	-1936758.750	-138671.875
-5323879.500	-53823.840	-140625.000
-3082914.750	1142876.000	-142578.125
-514671.469	-2136809.250	-144531.250
-2026584.125	-568565.000	-146484.375
-5229409.000	-340856.750	-148437.500
-886758.375	1980171.500	-150390.625
1027107.063	1110415.375	-152343.750
-2515792.500	-302869.031	-154296.875
-1295384.125	-206702.063	-156250.000
-972076.188	3357194.500	-158203.125
-4389072.000	-6730581.500	-160156.250
877800.813	-615923.688	-162109.375
-4557646.000	916865.938	-164062.500
-1997183.875	-8384985.000	-166015.625
1027450.000	-699826.688	-167968.750
2216156.500	-393242.313	-169921.875
5311227.500	-2579128.750	-171875.000
-148147.438	-231075.328	-173828.125
2483918.000	-2058277.500	-175781.250
1585034.625	-3359002.750	-177734.375
2457986.500	-3680881.750	-179687.500
1197633.125	-6027611.500	-181640.625
-649482.500	-6060081.000	-183593.750
-1749733.625	-3622360.500	-185546.875
-2100547.250	-3737978.500	-187500.000
153941.922	-5731447.500	-189453.125
273287.406	-8764119.000	-191406.250
959279.063	-6756952.500	-193359.375
-1840389.125	-3080700.500	-195312.500
3320865.750	-7124125.500	-197265.625
5359975.000	-6569214.000	-199218.750
-5538706.000	-5651867.000	-201171.875
-378432.594	-3912905.750	-203125.000
-4803904.000	-4793498.500	-205078.125
-236940.172	-4086577.500	-207031.250
-3081109.500	-5635456.000	-208984.375
-2611471.250	-2306853.000	-210937.500
-5570450.500	-3842787.000	-212890.625
-2307932.250	-3347418.250	-214843.750
-4951434.500	741752.375	-216796.875
-5382937.000	-5066696.500	-218750.000
-5767157.000	-306795.156	-220703.125
1157308.250	-2361707.500	-222656.250
-7103495.000	-561739.938	-224609.375
-3143552.500	-117334.203	-226562.500
-733035.188	-1723297.875	-228515.625
-1820419.875	3749045.750	-230468.750
-1270296.500	2145043.500	-232421.875
-3641858.000	1892537.000	-234375.000
3748557.500	-5952992.500	-236328.125
397014.656	-1658327.000	-238281.250
1595718.625	-34054.086	-240234.375
437955.844	-3025205.000	-242187.500
2466866.000	-741664.688	-244140.625
-2221044.250	557621.500	-246093.750
292827.156	1404892.250	-248046.875
1292206.500	-3148380.750	-250000.000
4413657.000	-504147.625	-251953.125
4737558.000	-1160985.750	-253906.250
4902051.500	-2180059.750	-255859.375
3272534.750	-2104108.500	-257812.500
6667857.500	-2647005.250	-259765.625
6800292.000	-4438141.500	-261718.750
9729940.000	-1028958.063	-263671.875
8659910.000	-4603865.500	-265625.000
11236762.000	-6503846.500	-267578.125
10250037.000	-6976341.000	-269531.250
9542170.000	-10509598.000	-271484.375
8617998.000	-11546955.000	-273437.500
7974719.000	-13501054.000	-275390.625
12057203.000	-16610523.000	-277343.750
9446196.000	-21095746.000	-279296.875
7947547.500	-24777896.000	-281250.000
11616474.000	-23550700.000	-283203.125
8883813.000	-23983226.000	-285156.250
10221152.000	-29511554.000	-287109.375
5620557.500	-30884730.000	-289062.500
1530095.250	-32545288.000	-291015.625
472507.844	-35797472.000	-292968.750
-5403471.000	-34494816.000	-294921.875
-5964206.500	-44126380.000	-296875.000
-10262660.000	-44011964.000	-298828.125
-17136494.000	-47702148.000	-300781.250
-21402448.000	-48817488.000	-302734.375
-27890328.000	-47179248.000	-304687.500
-34112124.000	-47517688.000	-306640.625
-39064060.000	-48479468.000	-308593.750
-47886300.000	-43997800.000	-310546.875
-56460620.000	-43268836.000	-312500.000
-67870432.000	-38807740.000	-314453.125
-80150176.000	-27166408.000	-316406.250
-88209568.000	-20864628.000	-318359.375
-92994416.000	-2973947.250	-320312.500
-94802272.000	11412420.000	-322265.625
-94949752.000	31002664.000	-324218.750
-85787464.000	47704816.000	-326171.875
-76846248.000	59036764.000	-328125.000
-62011576.000	69389800.000	-330078.125
-45324984.000	76833976.000	-332031.250
-31540732.000	73149560.000	-333984.375
-25096724.000	75118960.000	-335937.500
-10569077.000	74649864.000	-337890.625
-5437411.500	70140040.000	-339843.750
262589.625	67942544.000	-341796.875
11464874.000	60194448.000	-343750.000
13410079.000	55515248.000	-345703.125
18734624.000	45487920.000	-347656.250
23027214.000	40712392.000	-349609.375
22989422.000	34214160.000	-351562.500
20313702.000	28134584.000	-353515.625
32095016.000	23110090.000	-355468.750
27845848.000	19134396.000	-357421.875
24886880.000	14760390.000	-359375.000
23438036.000	13032808.000	-361328.125
24938230.000	8557819.000	-363281.250
24813864.000	11238915.000	-365234.375
20837168.000	2874368.250	-367187.500
18393770.000	4884232.500	-369140.625
19546788.000	-280356.563	-371093.750
15895214.000	2063043.000	-373046.875
11460649.000	432918.688	-375000.000
16017855.000	-2870074.500	-376953.125
12723105.000	-2977433.500	-378906.250
11625142.000	-3032054.000	-380859.375
9150554.000	3148659.500	-382812.500
8274857.500	-4358518.500	-384765.625
5247100.000	-3815943.500	-386718.750
7041534.000	-2670885.750	-388671.875
6990697.000	-919802.375	-390625.000
4368207.000	-1153090.000	-392578.125
6396780.000	-1949783.250	-394531.250
4465866.000	-356175.281	-396484.375
1505000.875	-4803680.500	-398437.500
4275495.000	1199510.625	-400390.625
2530780.500	329873.938	-402343.750
-560075.063	907454.000	-404296.875
-73112.055	-713430.313	-406250.000
-922797.250	795206.625	-408203.125
3997.672	-3003437.750	-410156.250
3452018.250	1384971.125	-412109.375
1544271.000	986323.813	-414062.500
1155959.750	-324096.719	-416015.625
-1522654.500	-3410104.000	-417968.750
300097.625	-1376123.250	-419921.875
1219269.125	1304304.000	-421875.000
-708339.938	-2561631.750	-423828.125
-666902.813	1357591.125	-425781.250
-531424.063	555027.125	-427734.375
97797.133	-326025.188	-429687.500
1255542.375	52142.141	-431640.625
-484302.125	-190596.828	-433593.750
1904836.875	2572486.750	-435546.875
-2304551.000	329147.938	-437500.000
253514.125	-497014.375	-439453.125
-502142.500	4181153.000	-441406.250
-1739133.375	5173558.000	-443359.375
2244315.250	1866087.625	-445312.500
2383658.000	568458.438	-447265.625
-2330493.000	2906127.750	-449218.750
1136697.500	3509612.000	-451171.875
223115.250	1124663.875	-453125.000
1192292.625	-262941.188	-455078.125
812439.438	3890983.750	-457031.250
-165514.250	2134991.000	-458984.375
-1042746.375	2158133.750	-460937.500
769758.000	709228.875	-462890.625
1826941.500	4375787.500	-464843.750
420761.313	3095974.250	-466796.875
3804271.500	1020098.938	-468750.000
1564488.875	707990.125	-470703.125
2165251.750	631902.188	-472656.250
2645811.750	-1821825.375	-474609.375
1246173.750	-1573666.500	-476562.500
917699.188	1284134.125	-478515.625
-1644993.750	-1609534.875	-480468.750
975924.250	3462299.750	-482421.875
1131824.625	727913.313	-484375.000
550002.125	-4510106.000	-486328.125
423441.250	1116636.625	-488281.250
2521691.000	-1754535.500	-490234.375
-554962.500	-707635.750	-492187.500
-288018.375	-682053.813	-494140.625
1173019.000	325418.500	-496093.750
-2010533.625	-947556.688	-498046.875
