Data Point Listing of File D:\Samples\Fpraktikum\2023-winter\10112023\export\Spectrum-optimized-46x0MHz.tnt
Starting Point:	1	Ending Point:	512
Real	Imag	Hz
600763.063	-382694.313	-216796.875
2770313.750	-1088414.375	-218750.000
2477238.250	984772.188	-220703.125
-4448589.000	1110197.125	-222656.250
10124100.000	-3865648.750	-224609.375
1474225.750	1155066.125	-226562.500
2169468.500	1383341.625	-228515.625
1494277.000	1095813.125	-230468.750
-753139.625	-230376.625	-232421.875
1290276.500	-717998.500	-234375.000
2254100.500	-2067769.375	-236328.125
1900932.125	-2813995.000	-238281.250
2472182.000	-57108.184	-240234.375
9865.377	2466598.250	-242187.500
747661.438	1618374.000	-244140.625
-1041433.750	-318144.563	-246093.750
-4295637.500	2742606.250	-248046.875
1590564.750	2861800.500	-250000.000
2054286.000	-4835036.500	-251953.125
-248538.719	-778058.938	-253906.250
2458577.250	-1538333.375	-255859.375
1769806.875	-56377.180	-257812.500
2188096.000	3400354.750	-259765.625
2332577.000	-9462.989	-261718.750
4258943.500	-3915259.750	-263671.875
-873251.375	-494338.438	-265625.000
1818805.375	218551.500	-267578.125
4318815.000	-5591695.000	-269531.250
2326452.000	-2916000.750	-271484.375
4764396.500	-691111.188	-273437.500
2604706.000	-880023.188	-275390.625
1094539.875	1163359.250	-277343.750
3119289.750	19452.154	-279296.875
688418.313	-5950437.000	-281250.000
3743494.000	-3977873.250	-283203.125
4219319.000	3059748.500	-285156.250
-42374.875	3427346.250	-287109.375
-2277666.250	-2763141.750	-289062.500
3295487.000	-2864984.750	-291015.625
6127795.500	223745.422	-292968.750
2191899.750	254480.922	-294921.875
890328.063	-2742552.000	-296875.000
2830591.750	-4629559.000	-298828.125
-243364.766	1142560.125	-300781.250
212910.641	-334592.906	-302734.375
-1174716.000	1220174.250	-304687.500
3124056.500	-1779333.625	-306640.625
273376.844	-4167890.250	-308593.750
6404044.000	-2032566.000	-310546.875
1326256.250	1049931.750	-312500.000
847625.688	-4095632.500	-314453.125
-859041.938	-1146581.750	-316406.250
1500952.875	-3109147.750	-318359.375
3182634.250	965704.375	-320312.500
4155635.250	-186075.438	-322265.625
-2419550.250	-463601.469	-324218.750
3659588.250	1101424.250	-326171.875
-824312.000	-2727788.000	-328125.000
5725279.000	-1251931.625	-330078.125
321548.500	-1804923.125	-332031.250
1569939.000	779901.625	-333984.375
946521.250	-2787596.000	-335937.500
-2448501.000	454107.531	-337890.625
1332642.375	1792502.250	-339843.750
6027116.500	-1409460.375	-341796.875
1436337.125	1461251.750	-343750.000
-1699290.000	-395571.438	-345703.125
365488.250	-3251563.750	-347656.250
4900374.000	-2619246.750	-349609.375
2522016.750	-308810.406	-351562.500
3011404.500	3419003.000	-353515.625
-112982.406	-1902714.125	-355468.750
5155702.000	-658384.313	-357421.875
2894138.250	1238349.375	-359375.000
1133525.250	-15343.156	-361328.125
7402655.500	-689815.625	-363281.250
2870464.250	-884653.875	-365234.375
3956776.000	-952998.750	-367187.500
2482526.000	1330171.750	-369140.625
4394214.500	-1174628.875	-371093.750
4429029.000	-3622416.750	-373046.875
6120274.500	-2836097.500	-375000.000
2899579.750	-1875972.625	-376953.125
8376887.500	-2639267.250	-378906.250
3398575.500	1453813.625	-380859.375
2204844.000	-2692759.000	-382812.500
2073681.625	-114530.891	-384765.625
1888069.875	-3009399.750	-386718.750
3031281.500	-4331864.500	-388671.875
2683159.750	-4260488.500	-390625.000
4955851.000	-2058227.000	-392578.125
4482468.000	-1923204.750	-394531.250
736956.563	-7432310.000	-396484.375
3072277.000	-7016756.000	-398437.500
-3277079.250	-4896373.000	-400390.625
1063301.250	-5754538.000	-402343.750
3146285.000	-5283865.000	-404296.875
3923221.000	-3149873.500	-406250.000
840311.188	-6108780.000	-408203.125
-1606016.625	-5010765.500	-410156.250
3489806.750	-5524462.000	-412109.375
2246558.750	-7499792.000	-414062.500
-873452.750	-6623199.500	-416015.625
-2379836.000	-3410975.500	-417968.750
3215112.750	-4510980.500	-419921.875
-512048.094	-4495453.000	-421875.000
-1930447.500	-1953545.750	-423828.125
1625680.500	-338319.031	-425781.250
837674.500	-5133413.500	-427734.375
-4026371.750	-928820.563	-429687.500
635173.438	1717513.875	-431640.625
-1294596.125	3489087.250	-433593.750
368984.719	-718832.563	-435546.875
2644877.000	2190511.500	-437500.000
-327595.656	2390781.500	-439453.125
2920621.500	1063306.000	-441406.250
1020917.375	2577412.500	-443359.375
506947.125	2244795.000	-445312.500
3071280.500	-655581.750	-447265.625
4059157.000	1205275.125	-449218.750
1622042.500	4889925.500	-451171.875
6266033.500	484563.313	-453125.000
5422429.000	3781338.750	-455078.125
4919045.000	5790737.000	-457031.250
5642277.500	4206401.000	-458984.375
4780076.500	1144118.500	-460937.500
5979920.000	5213215.500	-462890.625
10407019.000	2659779.000	-464843.750
8922468.000	992516.375	-466796.875
8553646.000	609990.938	-468750.000
7565292.000	-1862173.125	-470703.125
12767025.000	223097.516	-472656.250
12041320.000	-710084.375	-474609.375
10122055.000	-3456944.500	-476562.500
15541432.000	-4664978.500	-478515.625
14442265.000	-8114429.000	-480468.750
15191247.000	-4584646.500	-482421.875
13306146.000	-9697624.000	-484375.000
14379582.000	-7990439.500	-486328.125
16263659.000	-10496617.000	-488281.250
14711703.000	-11114673.000	-490234.375
14007002.000	-12684418.000	-492187.500
13650845.000	-15903104.000	-494140.625
14279982.000	-14747187.000	-496093.750
14948241.000	-21622168.000	-498046.875
